Gender,Age,Height,Weight,BMI,Weight Category,Recommended Supplements,Recommended Exercises,Exercise Instructions,Activity Level
Female,43,179,97,30.3,Obesity,Vitamin D,HIIT,Follow a strength training regimen 3 times a week.,Sedentary
Other,42,184,87,25.7,Overweight,Vitamin D,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Other,29,184,116,34.3,Obesity,Multivitamin,Cardio,Incorporate Pilates exercises into your routine.,Lightly active
Female,22,198,116,29.6,Overweight,Vitamin D,Cardio,Practice yoga 3 times a week for flexibility.,Lightly active
Male,51,188,86,24.3,Normal weight,Multivitamin,HIIT,Do 30 minutes of cardio daily.,Moderately active
Male,54,176,,22.6,Normal weight,Protein,Pilates,Follow a strength training regimen 3 times a week.,Lightly active
Female,32,175,67,21.9,Normal weight,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Very active
Male,61,163,87,32.7,Obesity,Protein,Strength training,Practice yoga 3 times a week for flexibility.,Moderately active
Female,53,166,72,26.1,Overweight,Protein,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Male,32,167,53,19,Normal weight,Vitamin D,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Male,60,194,64,17,Underweight,Protein,Yoga,Practice yoga 3 times a week for flexibility.,Moderately active
Other,40,178,100,31.6,Obesity,Vitamin D,Yoga,Practice yoga 3 times a week for flexibility.,Moderately active
Other,23,169,83,29.1,Overweight,Vitamin D,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Male,63,176,95,30.7,Obesity,Vitamin D,Pilates,Incorporate Pilates exercises into your routine.,Sedentary
Male,61,167,56,20.1,Normal weight,Omega-3,Strength training,Do 30 minutes of cardio daily.,Sedentary
Other,60,153,99,42.3,Obesity,Protein,Cardio,Do 30 minutes of cardio daily.,Sedentary
Other,62,150,55,24.4,Normal weight,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Other,38,199,70,17.7,Underweight,Vitamin D,Yoga,Do HIIT workouts 2-3 times a week.,Very active
Female,40,150,86,38.2,Obesity,Protein,HIIT,Follow a strength training regimen 3 times a week.,Very active
Male,60,175,71,23.2,Normal weight,Multivitamin,HIIT,Practice yoga 3 times a week for flexibility.,Sedentary
Other,33,194,55,14.6,Underweight,Vitamin D,Cardio,Do 30 minutes of cardio daily.,Very active
Male,64,169,82,28.7,Overweight,Vitamin D,Strength training,Follow a strength training regimen 3 times a week.,Very active
Female,32,172,87,29.4,Overweight,Creatine,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Female,42,159,63,24.9,Obesity,Omega-3,HIIT,Do HIIT workouts 2-3 times a week.,Very active
Other,53,160,108,42.2,Obesity,Omega-3,Yoga,Do 30 minutes of cardio daily.,Very active
Female,28,190,50,13.9,Underweight,Vitamin D,HIIT,Do HIIT workouts 2-3 times a week.,Lightly active
Male,32,190,90,24.9,Obesity,Protein,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Other,21,154,86,36.3,Obesity,Multivitamin,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Male,38,150,109,48.4,Obesity,Multivitamin,HIIT,Practice yoga 3 times a week for flexibility.,Very active
Male,30,166,116,42.1,Obesity,Protein,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Female,39,171,103,35.2,Obesity,Vitamin D,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Female,36,183,96,28.7,Overweight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Female,51,194,91,24.2,Normal weight,Omega-3,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Female,31,190,51,14.1,Underweight,Protein,HIIT,Follow a strength training regimen 3 times a week.,Very active
Female,21,178,55,17.4,Underweight,Creatine,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Other,63,153,105,44.9,Obesity,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Very active
Male,44,154,112,47.2,Obesity,Protein,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Male,46,160,69,27,Overweight,Multivitamin,Pilates,Incorporate Pilates exercises into your routine.,Moderately active
Male,,170,56,19.4,Normal weight,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Lightly active
Male,45,184,70,20.7,Normal weight,Omega-3,Strength training,Practice yoga 3 times a week for flexibility.,Sedentary
Female,52,161,56,21.6,Normal weight,Vitamin D,HIIT,Incorporate Pilates exercises into your routine.,Very active
Male,25,175,87,28.4,Overweight,Vitamin D,Cardio,Follow a strength training regimen 3 times a week.,Lightly active
Other,33,168,95,33.7,Obesity,Omega-3,Cardio,Incorporate Pilates exercises into your routine.,Lightly active
Other,59,194,81,21.5,Normal weight,Omega-3,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Male,53,156,90,37,Obesity,Vitamin D,Strength training,Follow a strength training regimen 3 times a week.,Very active
Male,47,196,97,25.2,Overweight,Omega-3,Strength training,Follow a strength training regimen 3 times a week.,Very active
Other,35,156,57,23.4,Normal weight,Protein,Strength training,Do 30 minutes of cardio daily.,Lightly active
Other,19,175,98,32,Obesity,Omega-3,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Female,30,189,101,28.3,Overweight,Omega-3,Pilates,Do 30 minutes of cardio daily.,Lightly active
Other,21,154,48,20.2,Normal weight,Vitamin D,Strength training,Do HIIT workouts 2-3 times a week.,Moderately active
Female,43,170,119,41.2,Obesity,Protein,Cardio,Do 30 minutes of cardio daily.,Very active
Female,42,163,93,35,Obesity,Creatine,Cardio,Do HIIT workouts 2-3 times a week.,Moderately active
Female,47,153,51,21.8,Normal weight,Creatine,Pilates,Incorporate Pilates exercises into your routine.,Sedentary
Female,28,172,55,18.6,Normal weight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Very active
Female,24,191,98,26.9,Overweight,Omega-3,HIIT,Do HIIT workouts 2-3 times a week.,Sedentary
Male,48,,89,31.2,Obesity,Omega-3,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Other,61,164,67,24.9,Obesity,Protein,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Female,27,199,72,18.2,Underweight,Creatine,Pilates,Do 30 minutes of cardio daily.,Very active
Other,56,194,101,26.8,Overweight,Multivitamin,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Other,30,178,70,22.1,Normal weight,Protein,Pilates,Incorporate Pilates exercises into your routine.,Sedentary
Female,48,157,69,28,Overweight,Omega-3,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Male,24,190,98,27.1,Overweight,Creatine,Strength training,Practice yoga 3 times a week for flexibility.,Lightly active
Female,59,197,73,18.8,Normal weight,Multivitamin,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Male,59,168,80,28.3,Overweight,Vitamin D,Yoga,Follow a strength training regimen 3 times a week.,Moderately active
Other,53,197,58,14.9,Underweight,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Male,37,188,79,22.4,Normal weight,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Very active
Male,21,195,74,19.5,Normal weight,Protein,Strength training,Do HIIT workouts 2-3 times a week.,Moderately active
Male,24,177,61,19.5,Normal weight,Vitamin D,Cardio,Do 30 minutes of cardio daily.,Moderately active
Other,18,195,111,29.2,Overweight,Multivitamin,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Other,61,176,74,23.9,Normal weight,Multivitamin,Yoga,Practice yoga 3 times a week for flexibility.,Lightly active
Male,62,153,89,38,Obesity,Omega-3,Strength training,Follow a strength training regimen 3 times a week.,Sedentary
Male,59,164,95,35.3,Obesity,Creatine,HIIT,Practice yoga 3 times a week for flexibility.,Sedentary
Female,64,,91,26.9,Overweight,Omega-3,Yoga,Follow a strength training regimen 3 times a week.,Very active
Male,30,186,97,28,Overweight,Vitamin D,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Female,39,150,108,48,Obesity,Multivitamin,Cardio,Do 30 minutes of cardio daily.,Very active
Male,38,152,82,35.5,Obesity,Omega-3,Strength training,Do 30 minutes of cardio daily.,Lightly active
Female,39,196,108,28.1,Overweight,Creatine,Cardio,Incorporate Pilates exercises into your routine.,Very active
Other,45,173,51,17,Underweight,Vitamin D,HIIT,Do HIIT workouts 2-3 times a week.,Lightly active
Male,26,176,66,21.3,Normal weight,Protein,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Male,43,189,85,23.8,Normal weight,Omega-3,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Male,26,185,118,34.5,Obesity,Vitamin D,Yoga,Follow a strength training regimen 3 times a week.,Sedentary
Male,32,183,54,16.1,Underweight,Protein,Cardio,Incorporate Pilates exercises into your routine.,Very active
Female,27,178,101,31.9,Obesity,Omega-3,Yoga,Do 30 minutes of cardio daily.,Moderately active
Male,41,173,51,17,Underweight,Vitamin D,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Other,59,173,94,31.4,Obesity,Vitamin D,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Other,25,191,96,26.3,Overweight,Omega-3,Pilates,Follow a strength training regimen 3 times a week.,Moderately active
Male,41,153,77,32.9,Obesity,Vitamin D,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Other,33,152,45,19.5,Normal weight,Multivitamin,HIIT,Practice yoga 3 times a week for flexibility.,Moderately active
Male,43,183,97,29,Overweight,Omega-3,Cardio,Follow a strength training regimen 3 times a week.,Lightly active
Male,44,198,104,26.5,Overweight,Vitamin D,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Other,54,172,78,26.4,Overweight,Protein,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Male,21,172,48,16.2,Underweight,Protein,Cardio,Follow a strength training regimen 3 times a week.,Lightly active
Other,41,194,61,16.2,Underweight,Multivitamin,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Female,36,154,48,20.2,Normal weight,Omega-3,Yoga,Do HIIT workouts 2-3 times a week.,Sedentary
Male,53,180,87,26.9,Overweight,Vitamin D,Pilates,Follow a strength training regimen 3 times a week.,Moderately active
Female,56,190,48,13.3,Underweight,Vitamin D,Strength training,Follow a strength training regimen 3 times a week.,Very active
Other,27,,45,18.7,Normal weight,Protein,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Female,42,186,115,33.2,Obesity,Multivitamin,Strength training,Practice yoga 3 times a week for flexibility.,Moderately active
Female,35,159,94,37.2,Obesity,Protein,HIIT,Do 30 minutes of cardio daily.,Very active
Other,36,189,117,32.8,Obesity,Protein,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Female,53,156,105,43.1,Obesity,Multivitamin,Pilates,Do HIIT workouts 2-3 times a week.,Very active
Female,27,188,79,22.4,Normal weight,Omega-3,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Other,50,187,52,14.9,Underweight,Vitamin D,Pilates,Follow a strength training regimen 3 times a week.,Lightly active
Female,22,170,68,23.5,Normal weight,Omega-3,Pilates,Do 30 minutes of cardio daily.,Very active
Other,64,169,80,28,Overweight,Creatine,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Female,52,152,94,40.7,Obesity,Creatine,Yoga,Incorporate Pilates exercises into your routine.,Sedentary
Other,61,171,87,29.8,Overweight,Creatine,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Other,51,196,71,18.5,Normal weight,Multivitamin,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Female,50,153,76,32.5,Obesity,Protein,Pilates,Incorporate Pilates exercises into your routine.,Lightly active
Female,38,177,62,19.8,Normal weight,Omega-3,Cardio,Do 30 minutes of cardio daily.,Lightly active
Female,34,161,72,27.8,Overweight,Vitamin D,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Male,39,187,73,20.9,Normal weight,Creatine,HIIT,Do HIIT workouts 2-3 times a week.,Sedentary
Male,54,185,60,17.5,Underweight,Omega-3,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Male,32,196,,23.7,Normal weight,Creatine,Cardio,Practice yoga 3 times a week for flexibility.,Lightly active
Other,52,190,103,28.5,Overweight,Creatine,Yoga,Do HIIT workouts 2-3 times a week.,Lightly active
Female,45,154,75,31.6,Obesity,Vitamin D,HIIT,Follow a strength training regimen 3 times a week.,Very active
Other,24,162,48,18.3,Underweight,Multivitamin,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Male,49,172,81,27.4,Overweight,Protein,Strength training,Do 30 minutes of cardio daily.,Moderately active
Female,28,199,61,15.4,Underweight,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Sedentary
Other,27,179,83,25.9,Overweight,Omega-3,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Female,26,186,92,26.6,Overweight,Multivitamin,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Other,31,174,90,29.7,Overweight,Omega-3,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Female,30,197,92,23.7,Normal weight,Omega-3,Pilates,Do 30 minutes of cardio daily.,Very active
Male,42,176,83,26.8,Overweight,Protein,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Male,19,163,48,18.1,Underweight,Vitamin D,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Female,52,197,74,19.1,Normal weight,Protein,Pilates,Do 30 minutes of cardio daily.,Lightly active
Other,24,196,74,19.3,Normal weight,Multivitamin,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Male,38,185,66,19.3,Normal weight,Omega-3,Yoga,Practice yoga 3 times a week for flexibility.,Moderately active
Male,35,188,119,33.7,Obesity,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Very active
Male,20,165,110,40.4,Obesity,Creatine,Pilates,Follow a strength training regimen 3 times a week.,Sedentary
Female,59,171,56,19.2,Normal weight,Omega-3,Cardio,Do 30 minutes of cardio daily.,Moderately active
Female,56,170,80,27.7,Overweight,Protein,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Other,58,170,62,21.5,Normal weight,Vitamin D,Pilates,Practice yoga 3 times a week for flexibility.,Sedentary
Other,28,157,97,39.4,Obesity,Protein,Yoga,Do 30 minutes of cardio daily.,Sedentary
Other,56,198,115,29.3,Overweight,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Very active
Female,41,165,45,16.5,Underweight,Omega-3,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Female,63,180,102,31.5,Obesity,Vitamin D,Yoga,Incorporate Pilates exercises into your routine.,Moderately active
Other,36,191,50,13.7,Underweight,Multivitamin,Yoga,Do HIIT workouts 2-3 times a week.,Very active
Other,21,159,114,45.1,Obesity,Multivitamin,Pilates,Incorporate Pilates exercises into your routine.,Moderately active
Female,43,181,88,26.9,Overweight,Vitamin D,Cardio,Practice yoga 3 times a week for flexibility.,Very active
Other,55,183,116,34.6,Obesity,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Moderately active
Male,59,158,68,27.2,Overweight,Creatine,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Female,49,,63,22.9,Normal weight,Multivitamin,Cardio,Incorporate Pilates exercises into your routine.,Very active
Other,56,160,62,24.2,Normal weight,Multivitamin,Cardio,Practice yoga 3 times a week for flexibility.,Very active
Female,62,181,74,22.6,Normal weight,Multivitamin,Cardio,Do HIIT workouts 2-3 times a week.,Moderately active
Male,63,159,86,34,Obesity,Creatine,Yoga,Follow a strength training regimen 3 times a week.,Very active
Female,53,171,77,26.3,Overweight,Multivitamin,Cardio,Practice yoga 3 times a week for flexibility.,Moderately active
Female,57,166,118,42.8,Obesity,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Female,54,153,56,23.9,Normal weight,Vitamin D,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Female,50,197,71,18.3,Underweight,Protein,HIIT,Do 30 minutes of cardio daily.,Sedentary
Male,53,196,83,21.6,Normal weight,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Moderately active
Female,20,174,53,17.5,Underweight,Protein,HIIT,Do 30 minutes of cardio daily.,Sedentary
Female,26,170,65,22.5,Normal weight,Vitamin D,Yoga,Follow a strength training regimen 3 times a week.,Moderately active
Other,25,186,73,21.1,Normal weight,Protein,Cardio,Do 30 minutes of cardio daily.,Very active
Female,50,187,77,22,Normal weight,Protein,Cardio,Follow a strength training regimen 3 times a week.,Lightly active
Other,23,198,106,27,Overweight,Omega-3,Pilates,Do 30 minutes of cardio daily.,Sedentary
